"aou","model","param","mean","cilo","cihi"
2890,"fixedEffects","b1[65]",5.0378611263241e-05,-0.0626087181468152,0.062069100805943
2890,"fixedEffects","b1[66]",-0.00151894719729054,-0.0651381834460881,0.0628819609245412
2890,"fixedEffects","b1[67]",0.89223412483313,0.839137518079486,0.945849083039206
2890,"fixedEffects","b1[68]",2.50129746716285,2.46801532703746,2.53346573805047
2890,"fixedEffects","b1[69]",0.285880247041011,0.227257536688555,0.342759057926698
2890,"fixedEffects","b1[70]",2.22976087886602,2.19265559700782,2.26898749869151
2890,"fixedEffects","b1[71]",0.811195576184665,0.759893088912958,0.863849007192763
2890,"fixedEffects","b1[72]",2.08053529061401,2.04463596621829,2.11759318242147
2890,"fixedEffects","b1[73]",0.425564840832409,0.370759266725121,0.484271250380068
2890,"fixedEffects","b1[74]",0.352218636095143,0.293711980255445,0.410424085930753
2890,"fixedEffects","b1[75]",1.54602961094269,1.50018046915225,1.58956100918637
2890,"fixedEffects","b1[76]",0.0371656068377009,-0.0222028512455947,0.0976687909471866
2890,"fixedEffects","b1[77]",2.48137417790008,2.44992295786723,2.51293654230951
2890,"fixedEffects","b1[78]",2.54713702920417,2.51340817033309,2.58024480084418
2890,"fixedEffects","b1[79]",1.5754527958975,1.52960124015061,1.62176577072069
2890,"fixedEffects","b1[80]",0.595580614786098,0.539445977713071,0.649212178780111
2890,"fixedEffects","b1[81]",1.59506579764991,1.55217954830549,1.64103629653809
2890,"fixedEffects","b1[82]",0.263666008203227,0.204814226685617,0.324229903370064
2890,"fixedEffects","b1[83]",0.000116054213241695,-0.0647873228890253,0.0623229888709171
2890,"fixedEffects","b1[84]",-0.00103110929544479,-0.0617980971472839,0.0585365838432057
2890,"fixedEffects","b1[85]",-0.000580246607495948,-0.06297131262685,0.0604549618317575
2890,"fixedEffects","b1[86]",0.407918652195516,0.353657477372425,0.462415763709554
2890,"fixedEffects","b1[87]",0.228039018080314,0.17011100665575,0.288202753028898
2890,"fixedEffects","b1[88]",1.43899837529933,1.39443726800869,1.48293200365961
2890,"fixedEffects","b1[89]",2.12017860857786,2.08455645368229,2.15632961183426
2890,"fixedEffects","b1[90]",1.7251026222,1.68247120267562,1.76772490425854
2890,"fixedEffects","b1[91]",0.0533333710988612,-0.00803413725846287,0.11594093956087
2890,"fixedEffects","b1[92]",2.36141402982493,2.32628622685749,2.39789219400525
2890,"fixedEffects","b1[93]",0.120266423533655,0.0605184493045713,0.179380749415332
2890,"fixedEffects","b1[94]",1.18874096532667,1.13696555154595,1.23854763145505
2890,"fixedEffects","b1[95]",0.000598275774507521,-0.0590745240003854,0.0636839598289235
2890,"fixedEffects","b1[96]",0.000316699643659236,-0.0624601676432741,0.0622134977670759
2890,"fixedEffects","b1[97]",2.50744690368069,2.47627562206697,2.53997436578281
2890,"fixedEffects","b1[98]",0.665882675312829,0.612264343491867,0.719001644335542
2890,"fixedEffects","b1[99]",2.54669043277871,2.512878047656,2.58089963854183
2890,"fixedEffects","b1[100]",1.55290247520667,1.51245318479385,1.59548665886436
2890,"fixedEffects","b1[101]",0.745643776831975,0.694115192202425,0.79782772886464
2890,"fixedEffects","b1[102]",2.15208207297104,2.11740970606993,2.18906740612099
2890,"fixedEffects","b1[103]",2.42940508818315,2.39557031582605,2.46447698671582
2890,"fixedEffects","b1[104]",3.01168449702773,2.98949065009389,3.03416386424521
2890,"fixedEffects","b1[105]",1.30834415485594,1.26095059251701,1.35563415480287
2890,"fixedEffects","b1[106]",0.123645224209514,0.0644174261786621,0.182939341498199
2890,"fixedEffects","b1[107]",2.53885715897538,2.50811612456962,2.5703627626709
2890,"fixedEffects","b1[108]",1.59836416695383,1.55703365756548,1.6390613022265
2890,"fixedEffects","b1[109]",-3.46660244350397e-05,-0.0618827489527523,0.0595425718464573
2890,"fixedEffects","b1[110]",1.54908920447915,1.50058394937255,1.59613341663978
2890,"fixedEffects","b1[111]",1.16643736929875,1.11754709140603,1.2169959475518
2890,"fixedEffects","b1[112]",2.53133553892239,2.49776324842094,2.56369783761752
2890,"fixedEffects","b1[113]",1.57089656209753,1.52475228640799,1.61777657650154
2890,"fixedEffects","b1[114]",-0.00108131530382344,-0.0613374343075039,0.0611844752365893
2890,"fixedEffects","b1[115]",-8.36996689971689e-05,-0.0624299352959627,0.062825970357365
2890,"fixedEffects","b1[116]",1.11790835961209,1.07030195173809,1.16338411151978
2890,"fixedEffects","b1[117]",-0.00245457175465982,-0.0640449223166673,0.0560268332476887
2890,"fixedEffects","b1[118]",-0.000416727726279946,-0.0612006107970817,0.0612183949231536
2890,"fixedEffects","b1[119]",0.58983950966933,0.539388571483774,0.643433013016971
2890,"fixedEffects","b1[120]",-0.000446116926911139,-0.0617258283896831,0.0586972155128243
2890,"fixedEffects","b1[121]",-0.000593029835909844,-0.0652094969337674,0.0605360357581337
2890,"fixedEffects","b2[1]",-0.0070303702963692,-0.0597713636835478,0.0429287257410545
2890,"fixedEffects","b2[2]",0.0273730072421087,0.0243237704106465,0.0304958224551129
2890,"fixedEffects","b2[3]",0.058126234458685,0.0515823387499095,0.0644220731398055
2890,"fixedEffects","b2[4]",0.00876300303550219,0.00677509464969156,0.0108700954025428
2890,"fixedEffects","b2[5]",0.0372414414347318,0.0347157354262508,0.0398577500063054
2890,"fixedEffects","b2[6]",-0.0220988022143134,-0.0230471931049388,-0.0210695666862727
2890,"fixedEffects","b2[7]",-0.00222076203450181,-0.00377662184724713,-0.000680079136838289
2890,"fixedEffects","b2[8]",0.0308543129759523,0.0284777276630745,0.0332092019914507
2890,"fixedEffects","b2[9]",0.00712044566536136,0.00583018598058531,0.0083898310772755
2890,"fixedEffects","b2[10]",-0.00724863795186594,-0.00839080196787572,-0.00601717158227794
2890,"fixedEffects","b2[11]",-0.0091523570097633,-0.0101198194308252,-0.00816656868419217
2890,"fixedEffects","b2[12]",0.0256980185392819,0.0229296993281795,0.0284857435870934
2890,"fixedEffects","b2[13]",-0.00357565159111797,-0.00530710738600724,-0.00180712901743094
2890,"fixedEffects","b2[14]",-0.00204331644191796,-0.0647276692473222,0.0568073814160368
2890,"fixedEffects","b2[15]",0.000151190115873687,-0.0597268062775508,0.060689710657751
2890,"fixedEffects","b2[16]",-0.00107003513613419,-0.00186870691525383,-0.000199697828954266
2890,"fixedEffects","b2[17]",0.0430953803956446,0.0378730701596723,0.0484874294760497
2890,"fixedEffects","b2[18]",0.0152069311354169,0.0137749166971659,0.0166274248886863
2890,"fixedEffects","b2[19]",0.0190749404972812,0.0174451336861954,0.0206936607213841
2890,"fixedEffects","b2[20]",0.0471686424635363,0.0444707746557083,0.0500298021066787
2890,"fixedEffects","b2[21]",0.0171524236748966,0.0157775900082956,0.0185857274871269
2890,"fixedEffects","b2[22]",0.0274382521580477,0.0213587788975932,0.0332102639924225
2890,"fixedEffects","b2[23]",0.0200406400687422,0.0184662850883719,0.0216139998306732
2890,"fixedEffects","b2[24]",-0.00201306465717368,-0.0503269467221177,0.0463403690036097
2890,"fixedEffects","b2[25]",0.0415404774315293,0.0383108748179945,0.0448936421287242
2890,"fixedEffects","b2[26]",0.020883554310748,0.0198738004091047,0.0219538584046401
2890,"fixedEffects","b2[27]",0.0128970996271375,0.0118474471195313,0.0139476991215217
2890,"fixedEffects","b2[28]",-0.00457727773978143,-0.00564393840281375,-0.00353204374818749
2890,"fixedEffects","b2[29]",0.0582670971078669,0.0540937469873677,0.0627705506210968
2890,"fixedEffects","b2[30]",0.0504164781339972,0.0475432717630806,0.0534152131008398
2890,"fixedEffects","b2[31]",0.0274617799379964,0.0239538765702525,0.0307954807412522
2890,"fixedEffects","b2[32]",-0.00376878956122866,-0.00579803877490678,-0.00174820128190969
2890,"fixedEffects","b2[33]",0.0138161285904145,0.0116630876771438,0.016062888193476
2890,"fixedEffects","b2[34]",0.0401820039810441,0.0373243194667836,0.0430961856393571
2890,"fixedEffects","b2[35]",0.0222183720922863,0.0202407149234441,0.0241384385021505
2890,"fixedEffects","b2[36]",-0.0116940750402966,-0.0408396997841984,0.0132819381729278
2890,"fixedEffects","b2[37]",0.0322278354507781,0.0269471575986968,0.0374471008400525
2890,"fixedEffects","b2[38]",0.013861497076877,0.0100673439050111,0.0175923258375185
2890,"fixedEffects","b2[39]",-0.0170990377354003,-0.0182403906023588,-0.0159013183398451
2890,"fixedEffects","b2[40]",-0.0123177367316823,-0.0496965528716589,0.0202067702420169
2890,"fixedEffects","b2[41]",0.0344593080911853,0.0309847862735315,0.0381294313100637
2890,"fixedEffects","b2[42]",-0.0146695031680139,-0.0415311565477406,0.00932428290929395
2890,"fixedEffects","b2[43]",0.0144806995874918,0.0121393236719327,0.0168573376065365
2890,"fixedEffects","b2[44]",-0.010285296428371,-0.0502544137886214,0.0239778835437504
2890,"fixedEffects","b2[45]",-0.0120725678897264,-0.0461858159809694,0.0171131905905244
2890,"fixedEffects","b2[46]",-0.0142782406631558,-0.0535586918477511,0.0201266341829012
2890,"fixedEffects","b2[47]",-0.000257816025724381,-0.0229703259866725,0.0175352611127639
2890,"fixedEffects","b2[48]",0.0309111214834238,0.028225012235593,0.0336137609103228
2890,"fixedEffects","b2[49]",-0.0110979312606373,-0.0124010325153119,-0.00978127661394314
2890,"fixedEffects","b2[50]",0.00726929433552532,0.00624771153996276,0.00832178542538281
2890,"fixedEffects","b2[51]",-0.00057462061827801,-0.00173954495050047,0.000638268014396625
2890,"fixedEffects","b2[52]",0.0486816570266619,0.0462456351031137,0.0511014038803725
2890,"fixedEffects","b2[53]",0.053168166689604,0.0504473585687155,0.0558807548561054
2890,"fixedEffects","b2[54]",0.0382836770933079,0.0340931007945258,0.0423892216238795
2890,"fixedEffects","b2[55]",0.0348601145692849,0.0334001779673807,0.0363666662006074
2890,"fixedEffects","b2[56]",0.034682178978387,0.0325544585070004,0.0369288105865827
2890,"fixedEffects","b2[57]",-0.0122683805960939,-0.0467392982286631,0.0177692521088082
2890,"fixedEffects","b2[58]",-0.0103103897985567,-0.0364997857163138,0.0117866665124999
2890,"fixedEffects","b2[59]",-0.00707464062142247,-0.0331951770685546,0.0146800279394048
2890,"fixedEffects","b2[60]",-0.00224802982129269,-0.0302213968256092,0.0222880611642934
2890,"fixedEffects","b2[61]",0.0168166808975013,0.0141828200549741,0.0194176425772327
2890,"fixedEffects","b2[62]",0.0402921139350797,0.0379924607465567,0.0426050623967165
2890,"fixedEffects","b2[63]",0.0383690258152447,0.0316545556277589,0.0450095587362545
2890,"fixedEffects","b2[64]",-0.0130499175259709,-0.0311208563533736,0.0015682347251954
2890,"fixedEffects","b2[65]",-0.000967854367645621,-0.0619571879214603,0.06202201236222
2890,"fixedEffects","b2[66]",-0.0109386986565348,-0.029977589962889,0.00536551970165204
2890,"fixedEffects","b2[67]",0.0592070060093374,0.0543982221989681,0.0641921998165461
2890,"fixedEffects","b2[68]",-0.00256673373531983,-0.00366259000246376,-0.00145374996630654
2890,"fixedEffects","b2[69]",0.0198361607408833,0.0155795927440376,0.0239917155364722
2890,"fixedEffects","b2[70]",-0.00910905430856243,-0.0106627335571355,-0.00756168309267858
2890,"fixedEffects","b2[71]",0.0396780335278539,0.0354115665832505,0.0440626486887458
2890,"fixedEffects","b2[72]",0.00101849065689693,-0.000747606789191684,0.00277862946044364
2890,"fixedEffects","b2[73]",0.0609847712696084,0.0513449880802259,0.0710531359078662
2890,"fixedEffects","b2[74]",0.0372291015124384,0.0323984911153974,0.0417205183377885
2890,"fixedEffects","b2[75]",0.00477752929663077,0.00156939188194166,0.0079722028661593
2890,"fixedEffects","b2[76]",0.0470477491983232,0.0441688431090376,0.0500226406462907
2890,"fixedEffects","b2[77]",0.0237290365461181,0.0226232915041255,0.0248471769792708
2890,"fixedEffects","b2[78]",0.0114889988209484,0.0100945217088867,0.0128829027519223
2890,"fixedEffects","b2[79]",0.0360978452745233,0.0343367470320769,0.037922426094449
2890,"fixedEffects","b2[80]",0.0692076937056586,0.0656408184564812,0.0728201913581192
2890,"fixedEffects","b2[81]",0.0274889321447719,0.0255962682736241,0.02938991303831
2890,"fixedEffects","b2[82]",0.200934707267756,0.183630325932634,0.219534245741653
2890,"fixedEffects","b2[83]",-0.00778799526646864,-0.040153755283516,0.018357474222059
2890,"fixedEffects","b2[84]",-0.00871190683626718,-0.0623191815966287,0.0392858280851024
2890,"fixedEffects","b2[85]",-0.00869006381831277,-0.0295367701580933,0.00874480207359184
2890,"fixedEffects","b2[86]",-0.00227275451973917,-0.00731641939671007,0.00276280151706338
2890,"fixedEffects","b2[87]",0.0208742628608826,0.0149802164135139,0.0267030277281617
2890,"fixedEffects","b2[88]",0.0266335690060921,0.0248524946477193,0.028406137588684
2890,"fixedEffects","b2[89]",-0.00328950245656342,-0.00497258088066346,-0.00165370100924809
2890,"fixedEffects","b2[90]",0.00887017987484138,0.00698169341351223,0.0107813699059231
2890,"fixedEffects","b2[91]",0.0539406059341223,0.0390124538978133,0.0676737491335185
2890,"fixedEffects","b2[92]",0.00103336471957818,-0.000453782789186123,0.0025409382649673
2890,"fixedEffects","b2[93]",0.0791486332413135,0.0705132402987731,0.0876419323445742
2890,"fixedEffects","b2[94]",0.0241324186559245,0.0221516487801897,0.0261677893909379
2890,"fixedEffects","b2[95]",-0.000539367993617409,-0.0151499227533506,0.0125589363788501
2890,"fixedEffects","b2[96]",0.0113960599075172,-0.000372330121300715,0.0223334929062214
2890,"fixedEffects","b2[97]",-0.00431734772573452,-0.00572627990245588,-0.00291089484547864
2890,"fixedEffects","b2[98]",0.0529208091607951,0.0502687997429658,0.0556681942868824
2890,"fixedEffects","b2[99]",0.0048516420131084,0.00319599314076568,0.00653451751569588
2890,"fixedEffects","b2[100]",0.0164365457905842,0.0142646735256671,0.0185567251412931
2890,"fixedEffects","b2[101]",0.03837940671938,0.0366875265252469,0.0400358578576471
2890,"fixedEffects","b2[102]",0.0254982170913362,0.0242408320930289,0.0266965776352175
2890,"fixedEffects","b2[103]",0.00198974144805248,0.00059674824074444,0.00341015749228489
2890,"fixedEffects","b2[104]",-0.0117738658496943,-0.0127127157175171,-0.01083391700133
2890,"fixedEffects","b2[105]",0.0119067674058467,0.00931043411387243,0.0144963405010254
2890,"fixedEffects","b2[106]",0.0410211723601693,0.0382109460357351,0.0439448184135753
2890,"fixedEffects","b2[107]",0.0123520549783793,0.0111775655298868,0.0135242056063393
2890,"fixedEffects","b2[108]",0.025162803269919,0.0238427180909415,0.0265295108709609
2890,"fixedEffects","b2[109]",-0.00996656629003957,-0.0484898659388852,0.0223964025901615
2890,"fixedEffects","b2[110]",0.0337636237754261,0.031902222451593,0.0357327677286503
2890,"fixedEffects","b2[111]",0.0168346759594871,0.0142293713983897,0.0196082004370688
2890,"fixedEffects","b2[112]",-0.00708867661624464,-0.00856617623349438,-0.00547657773745691
2890,"fixedEffects","b2[113]",0.0248416591727838,0.0225618974057566,0.0272412797903761
2890,"fixedEffects","b2[114]",0.0106205971856263,-0.00873720814412721,0.0278699477492472
2890,"fixedEffects","b2[115]",0.00452813350082307,-0.0341198271456238,0.0407269011160736
2890,"fixedEffects","b2[116]",0.019631846081494,0.0165528028729948,0.0227722026193899
2890,"fixedEffects","b2[117]",-0.00166180789032092,-0.019152904557991,0.013770095299707
2890,"fixedEffects","b2[118]",-0.00855704785491045,-0.0518098603397863,0.027151219565899
2890,"fixedEffects","b2[119]",0.0290991123957195,0.0266656888839777,0.0314980187545855
2890,"fixedEffects","b2[120]",-0.0100960536210323,-0.0582478484481156,0.0321390673534217
2890,"fixedEffects","b2[121]",0.0046023063212165,-0.0114760500844467,0.0187660142635495
2890,"fixedEffects","b3",0.410781541128655,0.403613700016632,0.418253069271887
2890,"fixedEffects","deviance",466011.173454219,461920.915566906,471502.559534247
2890,"randomEffects","b3",-0.04638,-0.05552,-0.03701
2890,"randomEffects","deviance",204600,204300,204800
2890,"randomEffects","sigma",3.179,3.069,3.293
2890,"randomEffects","a1",4.152,4.06,4.243
2890,"randomEffects","a1",1.981,1.816,2.138
2890,"randomEffects","a1",1.342,1.202,1.472
2890,"randomEffects","a1",0.9296,0.8676,0.9872
2890,"randomEffects","a1",0.7804,0.7574,0.8024
2890,"randomEffects","a1",0.06316,-0.07903,0.1822
2890,"randomEffects","a1",0.4567,0.4268,0.4851
2890,"randomEffects","a1",0.225,0.1724,0.2736
2890,"randomEffects","a1",0.2972,0.2626,0.3292
2890,"randomEffects","a1",0.2292,0.2061,0.2515
2890,"randomEffects","a1",0.1273,0.08637,0.1634
2890,"randomEffects","a1",0.277,0.2653,0.2888
2890,"randomEffects","a1",0.2605,0.2435,0.2784
2890,"randomEffects","a1",0.2154,0.2032,0.2277
2890,"randomEffects","a1",0.09448,0.06478,0.1233
2890,"randomEffects","a1",0.1745,0.1621,0.1864
2890,"randomEffects","a1",0.1953,0.1858,0.2046
2890,"randomEffects","a1",0.1525,0.1381,0.1663
2890,"randomEffects","a1",0.1548,0.1338,0.174
2890,"randomEffects","a1",0.1841,0.1671,0.2006
2890,"randomEffects","a1",0.1875,0.1679,0.2052
2890,"randomEffects","a1",0.1912,0.1793,0.2027
2890,"randomEffects","a1",0.1344,0.1281,0.1402
2890,"randomEffects","a1",0.1246,0.1186,0.1306
2890,"randomEffects","a1",0.09568,0.08875,0.1027
2890,"randomEffects","a1",0.1249,0.1201,0.1298
2890,"randomEffects","a1",-0.01281,-0.1254,0.05458
2890,"randomEffects","a1",0.1133,0.1049,0.1212
2890,"randomEffects","a1",0.135,0.1317,0.1383
2890,"randomEffects","a1",0.1365,0.1233,0.1499
2890,"randomEffects","a1",0.115,0.1113,0.1184
2890,"randomEffects","a1",-0.01742,-0.116,0.04741
2890,"randomEffects","a1",0.1064,0.1007,0.112
2890,"randomEffects","a1",0.09927,0.08712,0.1101
2890,"randomEffects","a1",0.08081,0.07634,0.08506
2890,"randomEffects","a1",0.1152,0.1094,0.121
2890,"randomEffects","a1",0.09679,0.09102,0.1023
2890,"randomEffects","a1",0.09128,0.08631,0.09617
2890,"randomEffects","a1",0.09077,0.0839,0.0973
2890,"randomEffects","a1",0.09328,0.08337,0.1017
2890,"randomEffects","a1",0.07819,0.0727,0.08364
2890,"randomEffects","a1",0.06503,0.05619,0.07337
2890,"randomEffects","a1",0.06198,0.05241,0.07083
2890,"randomEffects","a1",0.06091,0.04856,0.07249
2890,"randomEffects","a1",-0.002317,-0.03218,0.0252
2890,"randomEffects","a1",0.003252,-0.02841,0.03205
2890,"randomEffects","a1",0.07359,0.06881,0.07816
2890,"randomEffects","a1",0.07425,0.06956,0.07865
2890,"randomEffects","a1",0.07694,0.07362,0.08006
2890,"randomEffects","a1",0.07457,0.07099,0.07817
2890,"randomEffects","a1",0.06336,0.05484,0.07112
2890,"randomEffects","a1",0.06421,0.06018,0.06804
2890,"randomEffects","a1",0.06439,0.06032,0.06824
2890,"randomEffects","a1",0.05787,0.05229,0.06318
2890,"randomEffects","a1",-0.005563,-0.06101,0.02824
2890,"randomEffects","a1",0.06646,0.06445,0.06844
2890,"randomEffects","a1",0.07023,0.06823,0.07222
2890,"randomEffects","a1",0.04673,0.04373,0.04965
2890,"randomEffects","a1",0.04138,0.03493,0.04722
2890,"randomEffects","a1",0.03562,0.0317,0.03947
2890,"randomEffects","a1",0.04518,0.04199,0.04837
2890,"randomEffects","a1",0.01626,0.003936,0.02655
2890,"randomEffects","a1",0.04254,0.03843,0.04636
2890,"randomEffects","a1",0.01511,0.005072,0.02407
2890,"randomEffects","a1",0.04244,0.03587,0.04838
2890,"randomEffects","a1",0.03482,0.02468,0.04383
2890,"randomEffects","a1",0.04891,0.04223,0.05484
2890,"randomEffects","a1",0.0581,0.05621,0.06012
2890,"randomEffects","a1",0.03798,0.03275,0.04307
2890,"randomEffects","a1",0.04963,0.04332,0.05531
2890,"randomEffects","a1",0.04762,0.0411,0.05345
2890,"randomEffects","a1",0.04373,0.04081,0.04672
2890,"randomEffects","a1",0.05155,0.04666,0.05597
2890,"randomEffects","a1",0.05112,0.04772,0.05439
2890,"randomEffects","a1",0.05189,0.04705,0.05616
2890,"randomEffects","a1",0.04391,0.04147,0.04632
2890,"randomEffects","a1",0.04707,0.04328,0.05054
2890,"randomEffects","a1",0.03159,0.02164,0.04014
2890,"randomEffects","a1",0.04979,0.0471,0.05245
2890,"randomEffects","a1",0.03956,0.03694,0.0421
2890,"randomEffects","a1",0.04163,0.04,0.04326
2890,"randomEffects","a1",0.04511,0.04102,0.0489
2890,"randomEffects","a1",0.02684,0.01898,0.03408
2890,"randomEffects","a1",0.027,0.01668,0.03549
2890,"randomEffects","a1",0.04446,0.03877,0.04945
2890,"randomEffects","a1",0.04395,0.04121,0.0466
2890,"randomEffects","a1",0.04019,0.03686,0.04333
2890,"randomEffects","a1",0.02371,0.01765,0.02945
2890,"randomEffects","a1",0.03663,0.03503,0.03821
2890,"randomEffects","a1",0.0223,0.01396,0.02911
2890,"randomEffects","a1",0.0238,0.01231,0.03284
2890,"randomEffects","a1",0.01778,0.01143,0.02316
2890,"randomEffects","a1",0.009972,-0.005781,0.02162
2890,"randomEffects","a1",0.02431,0.02077,0.02771
2890,"randomEffects","a1",0.02347,0.01833,0.02847
2890,"randomEffects","a1",0.01447,0.007679,0.02022
2890,"randomEffects","a1",0.04185,0.04053,0.04311
2890,"randomEffects","a1",0.04058,0.03692,0.04397
2890,"randomEffects","a1",0.04145,0.03982,0.04297
2890,"randomEffects","a1",0.04218,0.0394,0.04488
2890,"randomEffects","a1",0.04083,0.03523,0.04567
2890,"randomEffects","a1",0.04426,0.04286,0.04564
2890,"randomEffects","a1",0.03826,0.03471,0.04177
2890,"randomEffects","a1",0.0428,0.03984,0.04553
2890,"randomEffects","a1",0.01683,0.01279,0.02065
2890,"randomEffects","a1",0.01462,0.003854,0.02319
2890,"randomEffects","a1",0.03382,0.03122,0.03624
2890,"randomEffects","a1",0.03355,0.0319,0.03518
2890,"randomEffects","a1",0.03474,0.0335,0.03597
2890,"randomEffects","a1",0.03403,0.0323,0.03566
2890,"randomEffects","a1",0.02714,0.02342,0.03052
2890,"randomEffects","a1",0.0341,0.03134,0.03676
2890,"randomEffects","a1",0.03234,0.03134,0.03336
2890,"randomEffects","a1",0.001647,-0.0265,0.01886
2890,"randomEffects","a1",0.01397,0.001777,0.02313
2890,"randomEffects","a1",0.03299,0.03108,0.03493
2890,"randomEffects","a1",0.009109,-0.01701,0.02488
